1:	0.88575
2:	0.358541
3:	0.814852
4:	0.534526
5:	0.881527
6:	0.370022
7:	0.825894
8:	0.50946
9:	0.885433
10:	0.359407
11:	0.815718
12:	0.532592
13:	0.881987
14:	0.368778
15:	0.824742
16:	0.512114
17:	0.88523
18:	0.359961
19:	0.816269
20:	0.531359
21:	0.882266
22:	0.368021
23:	0.824037
24:	0.513736
25:	0.885081
26:	0.360366
27:	0.81667
28:	0.530458
29:	0.882463
30:	0.367487
31:	0.823536
32:	0.514885
33:	0.884965
34:	0.360684
35:	0.816985
36:	0.529752
37:	0.882614
38:	0.367079
39:	0.823152
40:	0.515765
41:	0.884869
42:	0.360945
43:	0.817241
44:	0.529175
45:	0.882734
46:	0.366752
47:	0.822844
48:	0.51647
49:	0.884789
50:	0.361164
51:	0.817458
52:	0.528689
53:	0.882834
54:	0.366482
55:	0.822588
56:	0.517054
57:	0.88472
58:	0.361354
59:	0.817644
60:	0.52827
61:	0.882918
62:	0.366252
63:	0.822371
64:	0.51755
65:	0.884659
66:	0.361519
67:	0.817806
68:	0.527904
69:	0.882991
70:	0.366054
71:	0.822184
72:	0.517979
73:	0.884605
74:	0.361666
75:	0.81795
76:	0.527579
77:	0.883055
78:	0.365881
79:	0.822019
80:	0.518354
81:	0.884556
82:	0.361798
83:	0.81808
84:	0.527288
85:	0.883112
86:	0.365728
87:	0.821873
88:	0.518687
89:	0.884513
90:	0.361917
91:	0.818196
92:	0.527025
93:	0.883162
94:	0.36559
95:	0.821742
96:	0.518985
97:	0.884473
98:	0.362026
99:	0.818302
100:	0.526786
101:	0.883208
102:	0.365467
103:	0.821624
104:	0.519254
105:	0.884437
106:	0.362125
107:	0.818399
108:	0.526568
109:	0.883249
110:	0.365354
111:	0.821517
112:	0.519498
113:	0.884403
114:	0.362216
115:	0.818488
116:	0.526366
117:	0.883287
118:	0.365252
119:	0.82142
120:	0.519721
121:	0.884372
122:	0.3623
123:	0.818571
124:	0.526181
125:	0.883322
126:	0.365158
127:	0.82133
128:	0.519925
129:	0.884343
130:	0.362379
131:	0.818647
132:	0.526009
133:	0.883353
134:	0.365072
135:	0.821247
136:	0.520113
137:	0.884317
138:	0.362451
139:	0.818718
140:	0.525849
141:	0.883383
142:	0.364992
143:	0.821171
144:	0.520287
145:	0.884292
146:	0.362519
147:	0.818784
148:	0.5257
149:	0.88341
150:	0.364918
151:	0.8211
152:	0.520448
153:	0.884269
154:	0.362582
155:	0.818845
156:	0.52556
157:	0.883435
158:	0.364849
159:	0.821034
160:	0.520598
161:	0.884247
162:	0.362642
163:	0.818903
164:	0.52543
165:	0.883459
166:	0.364785
167:	0.820973
168:	0.520737
169:	0.884226
170:	0.362697
171:	0.818957
172:	0.525308
173:	0.883481
174:	0.364725
175:	0.820916
176:	0.520868
177:	0.884207
178:	0.362749
179:	0.819008
180:	0.525193
181:	0.883501
182:	0.364669
183:	0.820862
184:	0.520989
185:	0.884189
186:	0.362799
187:	0.819056
188:	0.525085
189:	0.883521
190:	0.364617
191:	0.820812
192:	0.521103
193:	0.884172
194:	0.362845
195:	0.819101
196:	0.524983
197:	0.883539
198:	0.364568
199:	0.820765
200:	0.521211
201:	0.884156
202:	0.362889
203:	0.819143
204:	0.524887
205:	0.883556
206:	0.364522
207:	0.820721
208:	0.521311
209:	0.884141
210:	0.36293
211:	0.819183
212:	0.524796
213:	0.883572
214:	0.364478
215:	0.820679
216:	0.521406
217:	0.884127
218:	0.362969
219:	0.819221
220:	0.524711
221:	0.883587
222:	0.364438
223:	0.82064
224:	0.521495
225:	0.884113
226:	0.363006
227:	0.819257
228:	0.52463
229:	0.883601
230:	0.364399
231:	0.820603
232:	0.521579
233:	0.8841
234:	0.363041
235:	0.819291
236:	0.524553
237:	0.883614
238:	0.364363
239:	0.820568
240:	0.521658
241:	0.884088
242:	0.363074
243:	0.819323
244:	0.524481
245:	0.883627
246:	0.364329
247:	0.820535
248:	0.521732
249:	0.884077
250:	0.363105
251:	0.819353
252:	0.524412
253:	0.883639
254:	0.364296
255:	0.820504
256:	0.521803
257:	0.884066
258:	0.363134
259:	0.819382
260:	0.524347
261:	0.88365
262:	0.364266
263:	0.820475
264:	0.52187
265:	0.884055
266:	0.363163
267:	0.819409
268:	0.524285
269:	0.88366
270:	0.364237
271:	0.820447
272:	0.521933
273:	0.884046
274:	0.363189
275:	0.819435
276:	0.524227
277:	0.88367
278:	0.36421
279:	0.820421
280:	0.521992
281:	0.884036
282:	0.363214
283:	0.819459
284:	0.524172
285:	0.88368
286:	0.364184
287:	0.820396
288:	0.522049
289:	0.884028
290:	0.363238
291:	0.819483
292:	0.524119
293:	0.883689
294:	0.364159
295:	0.820372
296:	0.522102
297:	0.884019
298:	0.363261
299:	0.819505
300:	0.524069
301:	0.883697
302:	0.364136
303:	0.82035
304:	0.522153
305:	0.884011
306:	0.363283
307:	0.819526
308:	0.524022
309:	0.883706
310:	0.364114
311:	0.820329
312:	0.522201
313:	0.884004
314:	0.363303
315:	0.819546
316:	0.523977
317:	0.883713
318:	0.364093
319:	0.820309
320:	0.522246
321:	0.883997
322:	0.363323
323:	0.819564
324:	0.523934
325:	0.88372
326:	0.364074
327:	0.82029
328:	0.52229
329:	0.88399
330:	0.363341
331:	0.819582
332:	0.523893
333:	0.883727
334:	0.364055
335:	0.820272
336:	0.52233
337:	0.883983
338:	0.363359
339:	0.819599
340:	0.523855
341:	0.883734
342:	0.364037
343:	0.820255
344:	0.522369
345:	0.883977
346:	0.363376
347:	0.819616
348:	0.523818
349:	0.88374
350:	0.36402
351:	0.820238
352:	0.522406
353:	0.883971
354:	0.363391
355:	0.819631
356:	0.523783
357:	0.883746
358:	0.364004
359:	0.820223
360:	0.522441
361:	0.883966
362:	0.363407
363:	0.819646
364:	0.52375
365:	0.883752
366:	0.363989
367:	0.820208
368:	0.522474
369:	0.88396
370:	0.363421
371:	0.819659
372:	0.523719
373:	0.883757
374:	0.363975
375:	0.820194
376:	0.522506
377:	0.883955
378:	0.363435
379:	0.819673
380:	0.523689
381:	0.883762
382:	0.363961
383:	0.820181
384:	0.522536
385:	0.883951
386:	0.363448
387:	0.819685
388:	0.52366
389:	0.883767
390:	0.363948
391:	0.820169
392:	0.522564
393:	0.883946
394:	0.36346
395:	0.819697
396:	0.523633
397:	0.883771
398:	0.363936
399:	0.820157
400:	0.522591
401:	0.883942
402:	0.363472
403:	0.819709
404:	0.523607
405:	0.883775
406:	0.363924
407:	0.820146
408:	0.522616
409:	0.883938
410:	0.363483
411:	0.819719
412:	0.523583
413:	0.88378
414:	0.363913
415:	0.820135
416:	0.522641
417:	0.883934
418:	0.363493
419:	0.81973
420:	0.52356
421:	0.883783
422:	0.363903
423:	0.820125
424:	0.522664
425:	0.88393
426:	0.363503
427:	0.819739
428:	0.523538
429:	0.883787
430:	0.363893
431:	0.820115
432:	0.522686
433:	0.883927
434:	0.363513
435:	0.819749
436:	0.523517
437:	0.883791
438:	0.363883
439:	0.820106
440:	0.522707
441:	0.883923
442:	0.363522
443:	0.819757
444:	0.523497
445:	0.883794
446:	0.363874
447:	0.820097
448:	0.522726
449:	0.88392
450:	0.363531
451:	0.819766
452:	0.523478
453:	0.883797
454:	0.363865
455:	0.820089
456:	0.522745
457:	0.883917
458:	0.363539
459:	0.819774
460:	0.52346
461:	0.8838
462:	0.363857
463:	0.820081
464:	0.522763
465:	0.883914
466:	0.363547
467:	0.819781
468:	0.523442
469:	0.883803
470:	0.363849
471:	0.820073
472:	0.52278
473:	0.883911
474:	0.363554
475:	0.819789
476:	0.523426
477:	0.883806
478:	0.363842
479:	0.820066
480:	0.522796
481:	0.883909
482:	0.363562
483:	0.819795
484:	0.523411
485:	0.883808
486:	0.363835
487:	0.82006
488:	0.522812
489:	0.883906
490:	0.363568
491:	0.819802
492:	0.523396
493:	0.883811
494:	0.363828
495:	0.820053
496:	0.522826
497:	0.883904
498:	0.363575
499:	0.819808
500:	0.523382
501:	0.883813
502:	0.363822
503:	0.820047
504:	0.52284
505:	0.883902
506:	0.363581
507:	0.819814
508:	0.523368
509:	0.883815
510:	0.363816
511:	0.820041
512:	0.522853
513:	0.8839
514:	0.363587
515:	0.81982
516:	0.523356
517:	0.883817
518:	0.36381
519:	0.820036
520:	0.522866
521:	0.883898
522:	0.363592
523:	0.819825
524:	0.523343
525:	0.883819
526:	0.363805
527:	0.82003
528:	0.522878
529:	0.883896
530:	0.363597
531:	0.81983
532:	0.523332
533:	0.883821
534:	0.3638
535:	0.820025
536:	0.522889
537:	0.883894
538:	0.363602
539:	0.819835
540:	0.523321
541:	0.883823
