1:	0.8855
2:	0.359122
3:	0.815204
4:	0.53359
5:	0.881504
6:	0.36998
7:	0.825622
8:	0.509944
9:	0.88515
10:	0.360079
11:	0.816155
12:	0.531464
13:	0.881994
14:	0.368655
15:	0.824395
16:	0.512768
17:	0.884923
18:	0.360698
19:	0.816768
20:	0.53009
21:	0.882293
22:	0.367844
23:	0.823638
24:	0.514505
25:	0.884755
26:	0.361156
27:	0.817218
28:	0.529078
29:	0.882505
30:	0.367269
31:	0.823099
32:	0.51574
33:	0.884622
34:	0.361516
35:	0.817572
36:	0.528281
37:	0.882667
38:	0.366831
39:	0.822686
40:	0.516685
41:	0.884514
42:	0.361812
43:	0.817862
44:	0.527629
45:	0.882796
46:	0.366481
47:	0.822355
48:	0.51744
49:	0.884423
50:	0.362061
51:	0.818105
52:	0.527081
53:	0.882902
54:	0.366193
55:	0.822083
56:	0.518063
57:	0.884344
58:	0.362274
59:	0.818313
60:	0.526612
61:	0.882991
62:	0.365951
63:	0.821853
64:	0.518586
65:	0.884276
66:	0.362459
67:	0.818494
68:	0.526205
69:	0.883068
70:	0.365744
71:	0.821657
72:	0.519034
73:	0.884217
74:	0.362621
75:	0.818652
76:	0.525849
77:	0.883133
78:	0.365566
79:	0.821487
80:	0.519421
81:	0.884164
82:	0.362764
83:	0.818791
84:	0.525534
85:	0.883191
86:	0.36541
87:	0.821339
88:	0.519759
89:	0.884117
90:	0.362892
91:	0.818915
92:	0.525254
93:	0.883241
94:	0.365273
95:	0.821208
96:	0.520055
97:	0.884075
98:	0.363006
99:	0.819026
100:	0.525004
101:	0.883286
102:	0.365153
103:	0.821093
104:	0.520318
105:	0.884038
106:	0.363108
107:	0.819125
108:	0.52478
109:	0.883325
110:	0.365045
111:	0.820991
112:	0.52055
113:	0.884004
114:	0.3632
115:	0.819214
116:	0.524579
117:	0.88336
118:	0.36495
119:	0.820899
120:	0.520758
121:	0.883974
122:	0.363282
123:	0.819294
124:	0.524399
125:	0.883391
126:	0.364865
127:	0.820818
128:	0.520943
129:	0.883946
130:	0.363357
131:	0.819366
132:	0.524235
133:	0.88342
134:	0.364789
135:	0.820745
136:	0.521109
137:	0.883922
138:	0.363424
139:	0.819431
140:	0.524088
141:	0.883445
142:	0.36472
143:	0.820679
144:	0.521258
145:	0.883899
146:	0.363485
147:	0.81949
148:	0.523955
149:	0.883467
150:	0.364658
151:	0.82062
152:	0.521392
153:	0.883879
154:	0.36354
155:	0.819543
156:	0.523834
157:	0.883488
158:	0.364603
159:	0.820567
160:	0.521513
161:	0.883861
162:	0.36359
163:	0.819591
164:	0.523725
165:	0.883506
166:	0.364553
167:	0.820519
168:	0.521622
169:	0.883844
170:	0.363635
171:	0.819635
172:	0.523626
173:	0.883523
174:	0.364508
175:	0.820476
176:	0.52172
177:	0.883829
178:	0.363676
179:	0.819674
180:	0.523537
181:	0.883538
182:	0.364467
183:	0.820437
184:	0.521809
185:	0.883815
186:	0.363713
187:	0.81971
188:	0.523456
189:	0.883551
190:	0.364431
191:	0.820401
192:	0.521889
193:	0.883803
194:	0.363747
195:	0.819743
196:	0.523382
197:	0.883564
198:	0.364397
199:	0.820369
200:	0.521961
201:	0.883792
202:	0.363777
203:	0.819772
204:	0.523315
205:	0.883575
206:	0.364367
207:	0.820341
208:	0.522027
209:	0.883782
210:	0.363805
211:	0.819799
212:	0.523254
213:	0.883585
214:	0.36434
215:	0.820314
216:	0.522086
217:	0.883772
218:	0.36383
219:	0.819823
220:	0.523199
221:	0.883594
222:	0.364316
223:	0.820291
224:	0.52214
225:	0.883764
226:	0.363853
227:	0.819846
228:	0.523149
229:	0.883602
230:	0.364293
231:	0.820269
232:	0.522188
233:	0.883756
234:	0.363874
235:	0.819866
236:	0.523104
237:	0.883609
238:	0.364273
239:	0.82025
240:	0.522232
241:	0.883749
242:	0.363893
243:	0.819884
244:	0.523063
245:	0.883616
246:	0.364255
247:	0.820232
248:	0.522272
249:	0.883743
250:	0.36391
251:	0.8199
252:	0.523026
253:	0.883622
254:	0.364238
255:	0.820217
256:	0.522308
257:	0.883737
258:	0.363925
259:	0.819915
260:	0.522992
261:	0.883628
262:	0.364223
263:	0.820202
264:	0.522341
265:	0.883732
266:	0.363939
267:	0.819929
268:	0.522961
269:	0.883633
270:	0.36421
271:	0.820189
272:	0.522371
273:	0.883727
274:	0.363952
275:	0.819941
276:	0.522933
277:	0.883637
278:	0.364197
279:	0.820177
280:	0.522397
281:	0.883723
282:	0.363964
283:	0.819952
284:	0.522908
285:	0.883641
286:	0.364186
287:	0.820166
288:	0.522422
289:	0.883719
290:	0.363974
291:	0.819962
292:	0.522885
293:	0.883645
294:	0.364176
295:	0.820157
296:	0.522444
297:	0.883716
298:	0.363984
299:	0.819971
300:	0.522864
301:	0.883648
302:	0.364167
303:	0.820148
304:	0.522464
305:	0.883713
306:	0.363992
307:	0.81998
308:	0.522845
309:	0.883651
310:	0.364159
311:	0.82014
312:	0.522482
313:	0.88371
314:	0.364
315:	0.819987
316:	0.522828
317:	0.883654
318:	0.364151
319:	0.820133
320:	0.522499
321:	0.883707
322:	0.364007
323:	0.819994
324:	0.522812
325:	0.883657
326:	0.364144
327:	0.820126
328:	0.522514
329:	0.883705
330:	0.364014
331:	0.820001
332:	0.522798
333:	0.883659
334:	0.364138
335:	0.82012
336:	0.522527
337:	0.883703
338:	0.36402
339:	0.820006
340:	0.522785
341:	0.883661
342:	0.364132
343:	0.820115
344:	0.522539
345:	0.883701
346:	0.364025
347:	0.820011
348:	0.522774
349:	0.883663
350:	0.364127
351:	0.82011
352:	0.522551
353:	0.883699
354:	0.36403
355:	0.820016
356:	0.522763
357:	0.883665
358:	0.364123
359:	0.820105
360:	0.522561
361:	0.883697
362:	0.364034
363:	0.82002
364:	0.522753
365:	0.883666
366:	0.364118
