1:	0.9571
2:	0.157193
3:	0.507198
4:	0.956902
5:	0.157887
6:	0.509018
7:	0.956789
8:	0.158282
9:	0.510053
10:	0.956713
11:	0.158546
12:	0.510744
13:	0.956658
14:	0.158738
15:	0.511247
16:	0.956616
17:	0.158886
18:	0.511633
19:	0.956582
20:	0.159005
21:	0.511942
22:	0.956554
23:	0.159102
24:	0.512197
25:	0.95653
26:	0.159185
27:	0.512412
28:	0.95651
29:	0.159255
30:	0.512596
31:	0.956493
32:	0.159317
33:	0.512758
34:	0.956477
35:	0.159372
36:	0.5129
37:	0.956463
38:	0.159421
39:	0.513028
40:	0.95645
41:	0.159465
42:	0.513143
43:	0.956439
44:	0.159505
45:	0.513249
46:	0.956428
47:	0.159543
48:	0.513346
49:	0.956418
50:	0.159577
51:	0.513436
52:	0.956409
53:	0.159609
54:	0.51352
55:	0.9564
56:	0.15964
57:	0.513599
58:	0.956392
59:	0.159668
60:	0.513673
61:	0.956384
62:	0.159696
63:	0.513744
64:	0.956377
65:	0.159722
66:	0.513812
67:	0.95637
68:	0.159747
69:	0.513877
70:	0.956363
71:	0.159771
72:	0.51394
73:	0.956356
74:	0.159794
75:	0.514001
76:	0.956349
77:	0.159817
78:	0.514061
79:	0.956343
80:	0.159839
81:	0.514119
82:	0.956337
83:	0.159861
84:	0.514176
85:	0.956331
86:	0.159883
87:	0.514232
88:	0.956325
89:	0.159904
90:	0.514287
91:	0.956319
92:	0.159925
93:	0.514343
94:	0.956312
95:	0.159946
96:	0.514398
97:	0.956306
98:	0.159968
99:	0.514453
100:	0.9563

Period of 3
